id,price,image,created_at
35761e6c-3783-484e-ae68-b11c23d40226,388000,['https://cdn-images.kiotviet.vn/vbeautyls/3a6715e7ff904aae8d994c5212010945.jpeg'],2022-11-02 14:29:27.523590
2ef32de5-140e-11ed-9227-039b05c81a00,132000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662980269747.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662980271799.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662980274794.png']",2022-08-04 22:57:47.825544
2ef32dec-140e-11ed-9227-039b05c81a00,132000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662979083600.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662979085505.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662979088147.png']",2022-08-04 22:57:47.825544
ad7b7218-ead5-4e72-ab21-7c1aded38bfe,298000,['https://cdn-images.kiotviet.vn/vbeautyls/7b19d26fbe01421fbdc0fac85d322a44.jpeg'],2022-11-02 14:39:04.355818
2ef2b8be-140e-11ed-9227-039b05c81a00,249000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662979656891.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662979658423.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662979659676.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662979661950.png']",2022-08-04 22:57:47.825544
2eee4be4-140e-11ed-9227-039b05c81a00,298000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662968795818.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662968797365.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662968800228.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662968803605.png']",2022-08-04 22:57:47.825544
b87fadfc-b117-4bba-bb9f-80207f42ba7d,298000,['https://cdn-images.kiotviet.vn/vbeautyls/7eeca9f7b7c94e2a904dbf42a784b453.jpeg'],2022-11-02 14:39:03.090243
2eee24d4-140e-11ed-9227-039b05c81a00,199000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662988544156.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662988545387.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662988547445.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662988549694.png']",2022-08-04 22:57:47.825544
b33ac8a0-9187-11ed-97d7-9174cdc73ee3,1000000,['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1673424749959.png'],2023-01-11 15:12:33.199114
c3ec2900-9187-11ed-97d7-9174cdc73ee3,200000,['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1673424776727.png'],2023-01-11 15:13:01.206031
2eee4be3-140e-11ed-9227-039b05c81a00,298000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662969234502.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662969236994.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662970235671.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662970238481.png']",2022-08-04 22:57:47.825544
2eefd286-140e-11ed-9227-039b05c81a00,199000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662982020089.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662982024258.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662982028283.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662982029825.png']",2022-08-04 22:57:47.825544
2eefd281-140e-11ed-9227-039b05c81a00,199000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662988112231.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662988115970.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662988118897.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662988120514.png']",2022-08-04 22:57:47.825544
2f3c7b0f-bc63-451e-a4e3-837e5e7c635b,132000,['https://cdn-images.kiotviet.vn/vbeautyls/090be1b953054691b4629724b1c17eae.jpeg'],2022-11-02 14:39:21.521606
2eef8461-140e-11ed-9227-039b05c81a00,298000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662968974632.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662968976674.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662968980978.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662971211557.png']",2022-08-04 22:57:47.825544
2eefab70-140e-11ed-9227-039b05c81a00,199000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662987917879.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662987921617.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662987925258.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662987926712.png']",2022-08-04 22:57:47.825544
2eee72f0-140e-11ed-9227-039b05c81a00,298000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662968353770.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662968355304.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662968358696.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662971146933.png']",2022-08-04 22:57:47.825544
2eee4be6-140e-11ed-9227-039b05c81a00,298000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662986771800.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662986773727.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662986776698.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662986779708.png']",2022-08-04 22:57:47.825544
357a489c-7d56-4928-9bc9-7cd94c14ecf8,132000,['https://cdn-download.kiotviet.vn/kiotvietimages/vbeautyls/503bc817db11494383ddbfd322b77936.jpeg'],2022-11-02 14:39:19.469695
e639305f-37fe-4dbe-962e-510bac60d19c,132000,['https://cdn-images.kiotviet.vn/vbeautyls/7a045753b59b45e6929573a3b041393d.jpeg'],2022-11-02 14:39:18.412167
2eefab77-140e-11ed-9227-039b05c81a00,199000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662987264478.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662987268567.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662987272417.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662987274195.png']",2022-08-04 22:57:47.825544
2eefd283-140e-11ed-9227-039b05c81a00,199000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662967711929.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662967715245.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662967719091.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662967720539.png']",2022-08-04 22:57:47.825544
59dfecdc-06c2-40a8-927a-4bc907cd01fa,298000,['https://cdn-images.kiotviet.vn/vbeautyls/a79fad38c1f24a71acac1a51d4247cc4.jpeg'],2022-11-02 14:39:05.815747
0b7649e9-1e36-4e46-81aa-dc8ce1f48017,32000,['https://cdn-images.kiotviet.vn/vbeautyls/71ac4bb1457a40abbc2c5afe9d366be3.jpeg'],2022-11-02 14:39:00.628062
d137f9e2-d869-45a4-a1d0-601fde88ddac,132000,['https://cdn-images.kiotviet.vn/vbeautyls/841d11d42784496597de4a7a0ecbd693.jpeg'],2022-11-02 14:39:20.496166
2ef2b8c0-140e-11ed-9227-039b05c81a00,275000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662981332543.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662981334795.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662981338376.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662981342183.png']",2022-08-04 22:57:47.825544
2eee72f1-140e-11ed-9227-039b05c81a00,298000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662970103148.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662970104649.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662970107658.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662970110799.png']",2022-08-04 22:57:47.825544
ea344520-9187-11ed-97d7-9174cdc73ee3,4988000,['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1673424841665.png'],2023-01-11 15:14:05.432604
2ef32de8-140e-11ed-9227-039b05c81a00,132000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662979416260.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662979418391.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662979422384.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662979425156.png']",2022-08-04 22:57:47.825544
2eefab76-140e-11ed-9227-039b05c81a00,199000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662987534091.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662987537800.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662987541892.png']",2022-08-04 22:57:47.825544
d7a2da20-9187-11ed-97d7-9174cdc73ee3,5300000,['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1673424810121.png'],2023-01-11 15:13:34.279358
2eee24d6-140e-11ed-9227-039b05c81a00,299000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663077735821.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663077737447.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663151223132.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663151225497.png']",2022-08-04 22:57:47.825544
2ef095d0-140e-11ed-9227-039b05c81a00,2300000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1660668024804.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663143156004.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663143158216.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663143159745.png']",2022-08-04 22:57:47.825544
2ef306db-140e-11ed-9227-039b05c81a00,79000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663075908118.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663075909464.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663075912627.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663163686823.png']",2022-08-04 22:57:47.825544
2ef43f63-140e-11ed-9227-039b05c81a00,748000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663061541572.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663061543928.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663061545337.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663061547717.png']",2022-08-04 22:57:47.825544
2ef306dc-140e-11ed-9227-039b05c81a00,22000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662652254334.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662652256686.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662652259311.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662652263493.png']",2022-08-04 22:57:47.825544
2eee4be2-140e-11ed-9227-039b05c81a00,1200000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662563156118.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662563157710.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662563159827.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662563162662.png']",2022-08-04 22:57:47.825544
2eedfdc8-140e-11ed-9227-039b05c81a00,155000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662567550651.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662567552039.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662567554209.png']",2022-08-04 22:57:47.825544
2eedfdc2-140e-11ed-9227-039b05c81a00,500000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662562362693.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662562365002.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662562366522.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662562369999.png']",2022-08-04 22:57:47.825544
2eedfdc1-140e-11ed-9227-039b05c81a00,150000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662563619255.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662563621290.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662563624822.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662563628510.png']",2022-08-04 22:57:47.825544
9fd86973-ad92-453f-be3f-fe7337420abb,590000,['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1673526148036.png'],2023-01-12 19:22:33.059586
b6760b8f-9494-46fe-bdef-e43a6e0649ab,650000,['https://cdn-download.kiotviet.vn/kiotvietimages/vbeautyls/d322135433e446abac00cab074fa2830.jpeg'],2022-11-02 14:41:49.058561
2eedfdc7-140e-11ed-9227-039b05c81a00,100000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662558857511.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662558859654.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662558863324.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662558864799.png']",2022-08-04 22:57:47.825544
2eedfdc6-140e-11ed-9227-039b05c81a00,180000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662560969703.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662560971814.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662560973881.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662560975387.png']",2022-08-04 22:57:47.825544
2eee24d3-140e-11ed-9227-039b05c81a00,245000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662566707000.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662566708666.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662566711569.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662566714407.png']",2022-08-04 22:57:47.825544
2eedfdc3-140e-11ed-9227-039b05c81a00,390000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662563423314.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662563424917.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662563426856.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662563428499.png']",2022-08-04 22:57:47.825544
2eee24d1-140e-11ed-9227-039b05c81a00,380000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662564757531.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662564759318.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662564762157.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662564765015.png']",2022-08-04 22:57:47.825544
55aca740-db4f-4969-8538-396065a219d1,540000,[],2023-01-11 17:47:36.755469
7435f2af-3651-4571-a21c-44c28698d57b,685000,['https://cdn-download.kiotviet.vn/kiotvietimages/vbeautyls/d163c5604a444b879c7a13c9674351d4.jpg'],2022-11-02 14:29:59.572358
2eedd6b5-140e-11ed-9227-039b05c81a00,430000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662562660969.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662562664244.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662562666760.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662562669965.png']",2022-08-04 22:57:47.825544
2ef047b3-140e-11ed-9227-039b05c81a00,1650000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1660668072504.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663143958286.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663143959853.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663143961236.png']",2022-08-04 22:57:47.825544
2ef41858-140e-11ed-9227-039b05c81a00,7106000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663078930262.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663078931930.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663078933712.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663078935824.png']",2022-08-04 22:57:47.825544
2ef047b1-140e-11ed-9227-039b05c81a00,1500000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1660668424290.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663142083136.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663142087674.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663142088841.png']",2022-08-04 22:57:47.825544
eefb245b-6d7f-4342-978a-9017b67c62a1,890000,['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1673499655241.png'],2023-01-12 12:01:00.193991
e0db9f92-459b-4958-9816-50bb3fe707c1,390000,['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1673537416743.png'],2023-01-12 22:30:22.364736
089b42a3-9561-4a55-98c9-81226c8c9d43,94000,[],2023-01-11 17:48:48.342389
2ef1ce51-140e-11ed-9227-039b05c81a00,475000000000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663066185960.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663066187370.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663066189694.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663066191950.png']",2022-08-04 22:57:47.825544
2ef047b2-140e-11ed-9227-039b05c81a00,900000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662571341547.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662571346309.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662571348044.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662571349904.png']",2022-08-04 22:57:47.825544
2f224e94-a9d6-4e05-a0af-a088cf4be926,1111000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1673499450415.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1673499451810.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1673499453987.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1673499457404.png']",2023-01-12 11:57:41.134872
6bba1bee-84d4-462b-a2be-6b59e9e5280e,24980,['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1673499710238.png'],2023-01-12 12:01:52.278220
5ecd014e-79d8-453c-b200-b6da4cfddd0d,100000000000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1673499221116.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1673499228084.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1673499232811.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1673499235144.png']",2023-01-12 11:53:58.904103
